"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
5287,9308.28937527487,82163.490236519,993875.682766132,1363378.39642111,169129806.940479,104063153.360739,273192960.301218,0.0376908977337264,0.0427337142392602,11,12,8,45,1.2,14,30,60,17,0.357706583016706,0.196334248438216,3125,2455
5288,9286.17052773411,81908.6035949433,1028410.13437856,1388981.18046203,169945112.927552,101889466.77196,271834579.699512,0.0376960303375022,0.0421919020517947,11,12,8,45,1.2,14,30,60,20,0.360054555913538,0.1891194058096,3126,2380
5289,23278.9238284525,182809.378126682,335173.113687391,700971.049165618,122716248.073099,155288830.33101,278005078.404109,0.0329259286100996,0.0494648785983317,11,12,8,45,1.2,17,22,40,17,0.224041701372274,0.366361151025116,2425,3822
5290,23240.5355648005,182365.638426263,359611.809577607,723301.660305097,123395262.172352,152351407.813418,275746669.98577,0.0329320705779356,0.0488659152534795,11,12,8,45,1.2,17,22,40,20,0.225997171744001,0.356611336443943,2448,3755
5291,21694.4030596292,169286.312491958,660650.73267473,1028423.95681364,141521607.553915,129594837.560221,271116445.114135,0.0351713822429255,0.0463264269074881,11,12,8,45,1.2,17,22,60,17,0.278198637634511,0.281078334588296,2932,3284
5292,21657.5635782168,168871.132498628,689659.484336087,1052383.30542916,142231482.500069,127085796.520641,269317279.02071,0.0351772332522096,0.045764203011994,11,12,8,45,1.2,17,22,60,20,0.280242983144217,0.272750392398859,2942,3226
5293,21573.5301131468,168800.289922482,551529.749413628,948079.343104174,146406377.157712,126343309.774101,272749686.931813,0.0352886806178337,0.0457842674300292,11,12,8,45,1.2,17,30,40,17,0.292266124956857,0.270285950166123,3002,3207
5294,21534.8750729627,168367.497948174,581385.275369901,972040.482675224,147197025.995195,123802728.91771,270999754.912906,0.0352945251334126,0.0452126496115907,11,12,8,45,1.2,17,30,40,20,0.294543088539556,0.2618533218568,3010,3134
5295,20056.9803525361,155818.078293315,927913.852346578,1292975.22111567,166434134.316257,105445140.607631,271879274.923888,0.0374477930293286,0.0429244351786045,11,12,8,45,1.2,17,30,60,17,0.349943404086637,0.200921303698413,3118,2509
5296,20020.2904935872,155415.932908403,961179.426390743,1317804.6053481,167226923.760444,103286509.716908,270513433.477353,0.0374528383560617,0.0423892497822786,11,12,8,45,1.2,17,30,60,20,0.352226532332178,0.193756433541772,3121,2430
